OrderID,OrderDate,CustomerID,CustomerName,State,ZipCode,ProductID,ProductName,Category,SKU,Quantity,UnitPrice,Discount,TotalPrice,PaymentMethod,SalesChannel,Supplier,ShippingCost
ORD000054,2024-01-17,C5819,Drew Jackson,IN,72949,P014,Gafas de sol,Accesorios,P014-6973,1,84.54,12.68,71.86,Apple Pay,Retail,Acme Golf Co,0.0
ORD000055,2024-09-10,C6728,Quinn Johnson,MI,49698,P015,Paraguas,Accesorios,P015-5505,1,35.59,0.0,35.59,Credit Card,Online,ProGolf Supplies,10.8
ORD000056,2023-03-05,C4779,Casey Williams,UT,33103,P001,Gorra,Accesorios,P001-1292,2,23.0,0.0,46.0,Credit Card,Retail,Acme Golf Co,0.0
ORD000057,2023-12-06,C9877,Sam Davis,MD,45935,P002,Pelotas,Accesorios,P002-5489,2,14.61,0.0,29.22,Credit Card,Retail,EagleTrade Inc,0.0
ORD000058,2024-03-10,C9407,Blake Martinez,SD,95736,P001,Gorra,Accesorios,P001-6767,1,23.4,0.0,23.4,Credit Card,Online,EagleTrade Inc,8.47
ORD000059,2024-10-07,C7975,Riley Taylor,ND,75738,P009,Pantalones,Ropa,P009-1254,1,64.62,0.0,64.62,PayPal,Retail,ProGolf Supplies,0.0
ORD000060,2024-10-08,C9536,Avery Smith,TN,58491,P013,Reloj GPS,Accesorios,P013-1188,1,233.58,0.0,233.58,Credit Card,Online,GreenLine Sports,11.62
ORD000061,2025-07-22,C7480,Jordan Anderson,WA,71378,P002,Pelotas,Accesorios,P002-5247,1,14.99,0.0,14.99,Credit Card,Retail,ProGolf Supplies,0.0
ORD000062,2024-02-03,C1843,Jesse Rodriguez,NV,92817,P013,Reloj GPS,Accesorios,P013-7188,1,207.88,0.0,207.88,Apple Pay,Online,EagleTrade Inc,9.17
ORD000063,2023-04-12,C6834,Skyler Johnson,SC,85284,P005,Guante,Accesorios,P005-7541,1,17.76,0.0,17.76,Credit Card,Online,GreenLine Sports,5.79
ORD000064,2025-08-13,C8632,Avery Martinez,HI,87124,P001,Gorra,Accesorios,P001-1146,1,27.59,0.0,27.59,Credit Card,Online,Acme Golf Co,5.64
ORD000065,2024-07-30,C5065,Morgan Wilson,SC,99825,P008,Camiseta,Ropa,P008-1253,1,41.67,0.0,41.67,Gift Card,Retail,ProGolf Supplies,6.35
ORD000066,2023-11-04,C2457,Jesse Williams,AR,87819,P006,Zapatos,Calzado,P006-7947,1,156.07,0.0,156.07,Credit Card,Online,EagleTrade Inc,10.65
ORD000067,2023-02-27,C6000,Avery Smith,MS,96201,P005,Guante,Accesorios,P005-3536,2,18.21,0.0,36.42,Credit Card,Retail,EagleTrade Inc,0.0
ORD000068,2023-01-13,C3871,Jesse Taylor,SD,18845,P001,Gorra,Accesorios,P001-5687,4,25.49,0.0,101.96,Credit Card,Online,Fairway Goods,6.13
ORD000069,2024-09-09,C8875,Riley Jackson,AK,39443,P003,Palo Driver,Palos,P003-3565,1,339.93,0.0,339.93,Credit Card,Wholesale,GreenLine Sports,14.87
ORD000070,2023-04-10,C8659,Riley Smith,MA,88116,P008,Camiseta,Ropa,P008-7284,2,39.33,0.0,78.66,PayPal,Online,EagleTrade Inc,9.96
ORD000071,2023-09-05,C1059,Cameron Williams,ID,62953,P005,Guante,Accesorios,P005-1474,2,19.28,0.0,38.56,Credit Card,Online,EagleTrade Inc,3.06
ORD000072,2024-04-24,C8847,Taylor Rodriguez,NY,22447,P002,Pelotas,Accesorios,P002-4736,4,15.08,0.0,60.32,Credit Card,Online,ProGolf Supplies,9.23
ORD000073,2023-02-15,C4838,Taylor Smith,ME,63062,P010,Toalla,Accesorios,P010-1104,2,11.6,0.0,23.2,Gift Card,Online,ProGolf Supplies,5.31
ORD000074,2024-04-11,C4544,Taylor Taylor,AL,78944,P005,Guante,Accesorios,P005-8848,2,16.59,0.0,33.18,Credit Card,Online,GreenLine Sports,9.53
ORD000075,2024-12-13,C8453,Robin Smith,OK,91153,P008,Camiseta,Ropa,P008-6013,1,40.58,0.0,40.58,Gift Card,Online,Acme Golf Co,11.94
ORD000076,2024-11-29,C8855,Avery Williams,WI,55945,P006,Zapatos,Calzado,P006-5486,1,134.92,0.0,134.92,PayPal,Online,Acme Golf Co,6.41
ORD000077,2023-12-18,C8681,Chris Hernandez,MO,61073,P007,Bolsa de golf,Bolsas,P007-1308,1,169.12,0.0,169.12,Apple Pay,Online,GreenLine Sports,5.42
ORD000078,2023-08-17,C4008,Jamie Wilson,AK,18554,P011,Tee (pack),Accesorios,P011-5131,4,6.05,0.0,24.2,PayPal,Retail,Acme Golf Co,3.64
ORD000079,2023-10-14,C8298,Jamie Jones,NY,28066,P002,Pelotas,Accesorios,P002-6239,1,14.04,0.0,14.04,Credit Card,Retail,EagleTrade Inc,9.28
ORD000080,2023-08-10,C7050,Taylor Garcia,ID,58843,P002,Pelotas,Accesorios,P002-3051,2,15.77,0.79,30.75,Credit Card,Online,Fairway Goods,12.7
ORD000081,2024-06-23,C5198,Taylor Williams,NC,66844,P001,Gorra,Accesorios,P001-5536,1,23.69,0.0,23.69,Credit Card,Retail,EagleTrade Inc,0.0
ORD000082,2024-03-31,C5054,Jamie Anderson,ND,19631,P004,Palo Hierro,Palos,P004-5534,1,114.84,11.48,103.36,Credit Card,Wholesale,GreenLine Sports,4.25
ORD000083,2024-02-03,C8420,Quinn Brown,RI,70524,P002,Pelotas,Accesorios,P002-6927,1,15.33,0.0,15.33,PayPal,Retail,ProGolf Supplies,12.6
ORD000084,2025-06-25,C5014,Drew Johnson,IN,27699,P001,Gorra,Accesorios,P001-5100,1,24.5,0.0,24.5,Credit Card,Online,Fairway Goods,3.75
ORD000085,2025-05-30,C7348,Parker Jackson,MO,17219,P015,Paraguas,Accesorios,P015-1576,1,33.79,0.0,33.79,Credit Card,Online,Acme Golf Co,9.26
ORD000086,2024-12-02,C9132,Riley Wilson,AZ,65129,P009,Pantalones,Ropa,P009-4753,1,58.0,0.0,58.0,PayPal,Retail,ProGolf Supplies,8.92
ORD000087,2025-04-15,C3610,Parker Garcia,AL,67991,P011,Tee (pack),Accesorios,P011-6178,2,5.93,0.0,11.86,Credit Card,Online,Fairway Goods,7.05
ORD000088,2024-06-20,C6415,Sam Rodriguez,MS,44196,P012,Carro de golf,Equipamiento,P012-2555,1,821.92,0.0,821.92,PayPal,Online,EagleTrade Inc,6.07
ORD000089,2023-08-16,C1014,Chris Taylor,NH,99059,P014,Gafas de sol,Accesorios,P014-7000,1,93.0,0.0,93.0,Credit Card,Online,GreenLine Sports,5.31
ORD000090,2024-10-17,C1576,Dana Davis,LA,47552,P001,Gorra,Accesorios,P001-1330,3,24.14,0.0,72.42,Credit Card,Retail,GreenLine Sports,7.39
ORD000091,2024-03-23,C3045,Jesse Miller,CT,36251,P001,Gorra,Accesorios,P001-7574,1,24.86,0.0,24.86,PayPal,Online,Fairway Goods,7.43
ORD000092,2025-01-14,C4852,Alex Martinez,FL,91864,P001,Gorra,Accesorios,P001-2570,2,21.55,0.0,43.1,Credit Card,Online,Acme Golf Co,10.46
ORD000093,2024-08-23,C4899,Robin Hernandez,IL,87448,P001,Gorra,Accesorios,P001-8047,1,25.73,0.0,25.73,Credit Card,Online,Fairway Goods,14.22
ORD000094,2025-08-03,C4810,Skyler Rodriguez,VT,15306,P001,Gorra,Accesorios,P001-5071,1,22.94,0.0,22.94,PayPal,Online,EagleTrade Inc,10.57
ORD000095,2024-04-13,C1513,Jesse Hernandez,UT,48288,P003,Palo Driver,Palos,P003-1737,1,338.15,0.0,338.15,Credit Card,Retail,EagleTrade Inc,0.0
ORD000096,2023-05-04,C3067,Parker Gonzalez,VA,18644,P001,Gorra,Accesorios,P001-8682,3,25.58,0.0,76.74,Gift Card,Online,GreenLine Sports,6.86
ORD000097,2023-07-13,C8728,Robin Johnson,IA,61312,P001,Gorra,Accesorios,P001-8917,3,24.57,0.0,73.71,Apple Pay,Online,Acme Golf Co,6.51
ORD000098,2025-01-17,C3706,Taylor Moore,FL,69499,P014,Gafas de sol,Accesorios,P014-1887,1,88.25,0.0,88.25,Credit Card,Online,ProGolf Supplies,13.02
ORD000099,2025-06-24,C3633,Robin Gonzalez,ID,35387,P001,Gorra,Accesorios,P001-8763,2,24.72,0.0,49.44,Credit Card,Retail,Acme Golf Co,10.51
ORD000100,2024-08-19,C1623,Blake Williams,MI,79408,P002,Pelotas,Accesorios,P002-2997,3,14.9,0.0,44.7,Gift Card,Retail,GreenLine Sports,0.0
ORD000101,2025-05-21,C2290,Lee Davis,DE,22934,P010,Toalla,Accesorios,P010-9410,1,12.17,0.0,12.17,PayPal,Retail,Fairway Goods,7.02
ORD000102,2023-08-05,C6773,Cameron Brown,NC,58382,P001,Gorra,Accesorios,P001-2036,1,21.52,0.0,21.52,Credit Card,Wholesale,Acme Golf Co,9.3
ORD000103,2023-12-15,C3491,Cameron Martinez,RI,10565,P001,Gorra,Accesorios,P001-3862,1,23.72,0.0,23.72,Credit Card,Retail,ProGolf Supplies,0.0
ORD000104,2025-09-11,C7300,Lee Taylor,KS,29071,P012,Carro de golf,Equipamiento,P012-6875,1,853.52,0.0,853.52,Credit Card,Online,Acme Golf Co,1.38
ORD000105,2023-08-21,C6483,Jamie Davis,NC,38048,P001,Gorra,Accesorios,P001-5357,1,24.09,2.41,21.68,Credit Card,Online,ProGolf Supplies,8.08
ORD000106,2025-09-30,C3756,Sam Davis,CA,98299,P008,Camiseta,Ropa,P008-2656,1,38.72,3.87,34.85,Credit Card,Retail,Fairway Goods,8.59
ORD000107,2024-09-02,C3597,Blake Davis,WY,32972,P014,Gafas de sol,Accesorios,P014-1718,2,93.15,9.32,176.98,Gift Card,Online,EagleTrade Inc,6.56
ORD000108,2025-03-16,C1846,Riley Thomas,AL,80811,P003,Palo Driver,Palos,P003-5999,1,338.67,0.0,338.67,Credit Card,Retail,Fairway Goods,0.0
ORD000109,2024-07-23,C5301,Casey Brown,KY,73909,P012,Carro de golf,Equipamiento,P012-4902,1,780.32,0.0,780.32,Credit Card,Online,Fairway Goods,7.05
ORD000110,2024-07-17,C4245,Robin Jackson,KS,22172,P007,Bolsa de golf,Bolsas,P007-2535,1,178.88,0.0,178.88,Apple Pay,Online,ProGolf Supplies,8.25
ORD000111,2023-01-11,C1485,Dana Miller,SD,14332,P011,Tee (pack),Accesorios,P011-9262,2,6.51,0.0,13.02,Apple Pay,Online,ProGolf Supplies,10.93
ORD000112,2025-01-30,C4713,Riley Wilson,MO,75039,P004,Palo Hierro,Palos,P004-6781,1,115.92,17.39,98.53,Gift Card,Retail,Fairway Goods,0.0
ORD000113,2024-02-06,C8700,Blake Wilson,WI,50561,P004,Palo Hierro,Palos,P004-8967,1,112.77,0.0,112.77,Apple Pay,Online,EagleTrade Inc,6.51
ORD000114,2023-08-03,C4647,Avery Miller,SD,34824,P011,Tee (pack),Accesorios,P011-1584,2,5.72,0.0,11.44,Credit Card,Online,GreenLine Sports,10.46
ORD000115,2023-12-01,C6350,Avery Miller,AL,88645,P009,Pantalones,Ropa,P009-2376,1,58.16,5.82,52.34,PayPal,Online,Fairway Goods,7.24
ORD000116,2024-07-26,C7727,Skyler Garcia,KS,38964,P011,Tee (pack),Accesorios,P011-1866,1,5.92,0.59,5.33,Credit Card,Retail,ProGolf Supplies,7.84
ORD000117,2024-07-06,C5163,Riley Garcia,MN,89563,P009,Pantalones,Ropa,P009-1349,1,65.09,0.0,65.09,Credit Card,Online,GreenLine Sports,9.94
ORD000118,2024-07-25,C6976,Jordan Jones,NH,98206,P012,Carro de golf,Equipamiento,P012-9997,1,781.92,0.0,781.92,PayPal,Online,EagleTrade Inc,5.64
ORD000119,2023-05-19,C2826,Dana Davis,IL,42671,P001,Gorra,Accesorios,P001-3908,4,23.74,0.0,94.96,Credit Card,Online,EagleTrade Inc,6.68
ORD000120,2025-03-04,C9604,Morgan Taylor,AZ,17679,P011,Tee (pack),Accesorios,P011-7112,2,6.16,0.0,12.32,Credit Card,Retail,ProGolf Supplies,8.81
ORD000121,2024-05-21,C3985,Jordan Garcia,TX,89361,P004,Palo Hierro,Palos,P004-7160,1,124.95,18.74,106.21,Credit Card,Retail,Fairway Goods,5.04
ORD000122,2025-03-09,C6066,Jordan Jackson,MN,89433,P007,Bolsa de golf,Bolsas,P007-8682,1,182.07,0.0,182.07,Credit Card,Online,ProGolf Supplies,10.77
ORD000123,2024-03-21,C6231,Riley Brown,WY,84399,P001,Gorra,Accesorios,P001-2217,3,23.97,0.0,71.91,Gift Card,Online,Fairway Goods,6.08
ORD000124,2025-05-28,C7868,Casey Jones,AR,79792,P006,Zapatos,Calzado,P006-4301,1,144.88,7.24,137.64,Credit Card,Online,Acme Golf Co,8.74
ORD000125,2023-04-07,C4564,Quinn Brown,MO,90701,P003,Palo Driver,Palos,P003-5630,1,363.7,0.0,363.7,Credit Card,Retail,Acme Golf Co,4.45
ORD000126,2024-06-10,C3704,Cameron Thomas,TX,33883,P002,Pelotas,Accesorios,P002-5984,3,14.6,0.0,43.8,Credit Card,Wholesale,Fairway Goods,7.4
ORD000127,2024-06-16,C6705,Blake Davis,GA,11712,P006,Zapatos,Calzado,P006-2959,1,156.53,0.0,156.53,Gift Card,Retail,GreenLine Sports,8.97
ORD000128,2024-11-30,C3918,Blake Taylor,IA,25719,P005,Guante,Accesorios,P005-9917,3,17.63,0.0,52.89,Credit Card,Retail,GreenLine Sports,0.0
ORD000129,2023-08-06,C8198,Alex Brown,WY,56936,P008,Camiseta,Ropa,P008-7046,2,38.8,0.0,77.6,Credit Card,Online,EagleTrade Inc,9.03
ORD000130,2025-08-19,C5790,Drew Thomas,DE,43425,P001,Gorra,Accesorios,P001-8743,1,24.88,0.0,24.88,Credit Card,Retail,ProGolf Supplies,8.39
ORD000131,2025-07-03,C4824,Chris Gonzalez,NJ,53518,P007,Bolsa de golf,Bolsas,P007-4168,1,190.12,0.0,190.12,PayPal,Retail,EagleTrade Inc,12.73
ORD000132,2024-08-17,C3318,Dana Smith,AZ,70743,P005,Guante,Accesorios,P005-8804,3,18.34,0.0,55.02,Credit Card,Online,GreenLine Sports,6.22
ORD000133,2025-09-07,C9921,Casey Hernandez,SC,83220,P005,Guante,Accesorios,P005-2267,1,18.02,0.0,18.02,Apple Pay,Wholesale,EagleTrade Inc,15.05
ORD000134,2023-02-17,C7405,Quinn Miller,OR,50265,P014,Gafas de sol,Accesorios,P014-7156,1,94.45,0.0,94.45,Apple Pay,Online,Fairway Goods,7.0
ORD000135,2024-04-19,C5908,Jesse Brown,MN,96485,P001,Gorra,Accesorios,P001-8422,2,26.37,0.0,52.74,Credit Card,Online,Fairway Goods,7.47
ORD000136,2024-07-03,C2972,Taylor Jones,WI,31553,P001,Gorra,Accesorios,P001-2913,2,24.6,0.0,49.2,Credit Card,Online,ProGolf Supplies,5.83
ORD000137,2024-02-21,C4386,Cameron Davis,FL,87953,P002,Pelotas,Accesorios,P002-9382,3,14.51,0.0,43.53,Credit Card,Online,Fairway Goods,12.99
ORD000138,2024-11-10,C8959,Drew Wilson,CA,50404,P007,Bolsa de golf,Bolsas,P007-7362,1,168.99,0.0,168.99,Apple Pay,Online,GreenLine Sports,9.86
ORD000139,2025-08-08,C8014,Lee Rodriguez,DE,48176,P001,Gorra,Accesorios,P001-4524,1,25.2,0.0,25.2,Credit Card,Wholesale,Acme Golf Co,9.1
ORD000140,2024-10-08,C6346,Chris Johnson,CT,65431,P001,Gorra,Accesorios,P001-8529,3,25.4,0.0,76.2,Credit Card,Online,Acme Golf Co,2.42
ORD000141,2025-02-04,C6426,Alex Williams,DE,87258,P009,Pantalones,Ropa,P009-1916,1,57.81,0.0,57.81,Gift Card,Online,Fairway Goods,8.7
ORD000142,2025-08-19,C9205,Cameron Garcia,AK,70849,P011,Tee (pack),Accesorios,P011-8642,2,6.4,0.0,12.8,Credit Card,Online,EagleTrade Inc,11.56
ORD000143,2023-09-07,C6190,Drew Thomas,AK,21190,P015,Paraguas,Accesorios,P015-6439,1,33.44,0.0,33.44,Credit Card,Online,ProGolf Supplies,6.17
ORD000144,2023-05-28,C2933,Jesse Martin,MT,38891,P003,Palo Driver,Palos,P003-9305,1,347.05,0.0,347.05,Credit Card,Online,Acme Golf Co,1.57
ORD000145,2025-09-16,C3102,Blake Brown,ID,97645,P001,Gorra,Accesorios,P001-9595,2,25.35,0.0,50.7,Credit Card,Online,GreenLine Sports,9.11
ORD000146,2025-10-05,C6832,Drew Williams,NE,36506,P001,Gorra,Accesorios,P001-5427,1,24.3,0.0,24.3,Credit Card,Wholesale,Fairway Goods,7.73
ORD000147,2023-06-03,C1815,Cameron Rodriguez,SD,38799,P008,Camiseta,Ropa,P008-3065,1,37.15,0.0,37.15,Credit Card,Retail,Fairway Goods,0.0
ORD000148,2025-08-25,C1944,Lee Martinez,MA,81421,P014,Gafas de sol,Accesorios,P014-1354,1,91.58,9.16,82.42,PayPal,Online,Fairway Goods,10.1
ORD000149,2025-06-06,C3105,Alex Davis,GA,58068,P006,Zapatos,Calzado,P006-7738,1,143.18,0.0,143.18,Credit Card,Online,GreenLine Sports,6.72
ORD000150,2024-05-21,C5611,Alex Smith,WA,16945,P011,Tee (pack),Accesorios,P011-9201,2,5.37,0.0,10.74,Credit Card,Online,GreenLine Sports,11.22
ORD000151,2023-05-11,C7228,Dana Anderson,MD,50480,P005,Guante,Accesorios,P005-9514,2,18.99,0.0,37.98,Credit Card,Online,EagleTrade Inc,6.26
ORD000152,2023-07-28,C3928,Avery Rodriguez,TX,73864,P001,Gorra,Accesorios,P001-9795,1,24.51,0.0,24.51,Credit Card,Retail,EagleTrade Inc,9.45
ORD000153,2025-07-21,C5051,Lee Martinez,GA,45062,P001,Gorra,Accesorios,P001-8962,1,22.69,0.0,22.69,Credit Card,Retail,GreenLine Sports,6.82
ORD000154,2025-07-22,C6085,Quinn Smith,MS,44529,P014,Gafas de sol,Accesorios,P014-3646,1,101.73,0.0,101.73,Credit Card,Retail,Fairway Goods,13.05
ORD000155,2023-10-13,C4390,Robin Hernandez,AK,37692,P005,Guante,Accesorios,P005-7314,1,17.16,0.0,17.16,Apple Pay,Retail,EagleTrade Inc,3.54
